name	location	university	type	language
Angewandte Chemie	Nürnberg	Technische Hochschule Nürnberg Georg Simon Ohm	Master	Deutsch
Angewandte Chemie	Köln	Technische Hochschule Köln	Master	Deutsch
Angewandte Chemie (Dual)	Aachen	Fachhochschule Aachen	Bachelor	Deutsch
Angewandte Chemie für Analytik, Forensik und Life Science	Idstein	Hochschule Fresenius	Bachelor	Deutsch
Angewandte Chemie mit Praxis- oder Auslandssemester	Aachen	Fachhochschule Aachen	Bachelor	Deutsch
Angewandte Chemie, Teilzeit	Krefeld	Hochschule Niederrhein	Master	Deutsch
Angewandte Data Science	Göttingen	Georg-August-Universität Göttingen	Bachelor	Deutsch
Angewandte Ethik	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Angewandte Ethik und Konfliktmanagement	Jena	Friedrich-Schiller-Universität Jena	Master	Deutsch
Angewandte Familienwissenschaften	Hamburg	Hochschule für Angewandte Wissenschaften Hamburg	Master	Deutsch
Angewandte Forschung in der Sozialen Arbeit	München	Hochschule für angewandte Wissenschaften München	Master	Deutsch
Angewandte Forschung und Entwicklung in den Ingenieurswissenschaften	Rosenheim	Technische Hochschule Rosenheim	Master	Deutsch
Angewandte Geodäsie	Wilhelmshaven	Jade Hochschule -  Wilhelmshaven/Oldenburg/Elsfleth	Bachelor	Deutsch
Angewandte Geodäsie und Geoinformatik	München	Hochschule für angewandte Wissenschaften München	Bachelor	Deutsch
Angewandte Geowissenschaften	Darmstadt	Technische Universität Darmstadt	Bachelor	Deutsch
Angewandte Geowissenschaften	Karlsruhe	Karlsruher Institut für Technologie	Bachelor	Deutsch
Angewandte Geowissenschaften	Darmstadt	Technische Universität Darmstadt	Master	Deutsch
Angewandte Geowissenschaften	Karlsruhe	Karlsruher Institut für Technologie	Master	Deutsch
Angewandte Geowissenschaften (Applied Geosciences)	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Bachelor	Deutsch
Angewandte Geowissenschaften (Applied Geosciences)	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Master	Deutsch
Angewandte Geowissenschaften - Georessourcen, Geoenergien, Geotechnologien	Kiel	Christian-Albrechts-Universität zu Kiel	Master	Deutsch
Angewandte Gerontologie	Bremen	APOLLON Hochschule der Gesundheitswirtschaft	Master	Deutsch
Angewandte Gerontologie	Freiburg	Katholische Hochschule Freiburg, staatlich anerkannte Hochschule - Catholic University of Applied Sciences	Master	Deutsch
Angewandte Gesundheits- und Pflegewissenschaften	Stuttgart	Duale Hochschule Baden-Württemberg	Bachelor	Deutsch
Angewandte Gesundheitsförderung	Furtwangen	Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit	Master	Deutsch
Angewandte Gesundheitswissenschaft	Weingarten	Hochschule Ravensburg-Weingarten	Master	Deutsch
Angewandte Gesundheitswissenschaften	Furtwangen	Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit	Bachelor	Deutsch
Angewandte Gesundheitswissenschaften	Magdeburg	Hochschule Magdeburg-Stendal	Bachelor	Deutsch
Angewandte Gesundheitswissenschaften	Zwickau	Westsächsische Hochschule Zwickau	Master	Deutsch
Angewandte Hebammenwissenschaft - Hebammenkunde	Stuttgart	Duale Hochschule Baden-Württemberg	Bachelor	Deutsch
Angewandte Humangeographie	Würzburg	Julius-Maximilians-Universität Würzburg	Master	Deutsch
Angewandte Informatik	Lemgo	Technische Hochschule Ostwestfalen-Lippe	Bachelor	Deutsch
Angewandte Informatik	Freiberg	Technische Universität Bergakademie Freiberg	Bachelor	Deutsch
Angewandte Informatik	Wolfenbüttel	Hochschule Braunschweig/Wolfenbüttel, Ostfalia Hochschule für angewandte Wissenschaften	Bachelor	Deutsch
Angewandte Informatik	Heilbronn	Hochschule Heilbronn, Technik, Wirtschaft, Informatik	Bachelor	Deutsch
Angewandte Informatik	Dortmund	Technische Universität Dortmund	Bachelor	Deutsch
Angewandte Informatik	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Bachelor	Deutsch
Angewandte Informatik	Berlin	Hochschule für Technik und Wirtschaft Berlin	Bachelor	Deutsch
Angewandte Informatik	Weingarten	Hochschule Ravensburg-Weingarten	Bachelor	Deutsch
Angewandte Informatik	Merseburg	Hochschule Merseburg	Bachelor	Deutsch
Angewandte Informatik	Fulda	Hochschule Fulda - University of Applied Sciences	Bachelor	Deutsch
Angewandte Informatik	Pfungstadt	Wilhelm Büchner Hochschule - Private Fernhochschule Darmstadt	Bachelor	Deutsch
Angewandte Informatik	Trier	Hochschule Trier - Trier University of Applied Sciences	Bachelor	Deutsch
Angewandte Informatik	Erfurt	Fachhochschule Erfurt	Bachelor	Deutsch
Angewandte Informatik	Göttingen	Georg-August-Universität Göttingen	Bachelor	Deutsch
Angewandte Informatik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Bachelor	Deutsch
Angewandte Informatik	Bamberg	Otto-Friedrich-Universität Bamberg	Bachelor	Deutsch
Angewandte Informatik	Offenburg	Hochschule für Technik, Wirtschaft und Medien Offenburg	Bachelor	Deutsch
Angewandte Informatik	Kaiserslautern	Hochschule Kaiserslautern (University of Applied Sciences)	Bachelor	Deutsch
Angewandte Informatik	Chemnitz	Technische Universität Chemnitz	Bachelor	Deutsch
Angewandte Informatik	Jena	Friedrich-Schiller-Universität Jena	Bachelor	Deutsch
Angewandte Informatik	Mülheim an der Ruhr	Hochschule Ruhr West- University of Applied Sciences	Bachelor	Deutsch
Angewandte Informatik	Konstanz	Hochschule Konstanz Technik, Wirtschaft und Gestaltung	Bachelor	Deutsch
Angewandte Informatik	Bayreuth	Universität Bayreuth	Bachelor	Deutsch
Angewandte Informatik	Mülheim an der Ruhr	Hochschule Ruhr West- University of Applied Sciences	Bachelor	Deutsch
Angewandte Informatik	Flensburg	Hochschule Flensburg	Bachelor	Deutsch
Angewandte Informatik	Worms	Hochschule Worms, University of Applied Sciences	Bachelor	Deutsch
Angewandte Informatik	Mittweida	Hochschule Mittweida, University of Applied Sciences	Bachelor	Deutsch
Angewandte Informatik	Elmshorn	Nordakademie - Staatlich anerkannte private Fachhochschule mit dualen Studiengängen	Bachelor	Deutsch
Angewandte Informatik	Paderborn	Fachhochschule der Wirtschaft	Bachelor	Deutsch
Angewandte Informatik	Hildesheim	Universität Hildesheim	Bachelor	Deutsch
Angewandte Informatik	Mainz	Hochschule Mainz	Bachelor	Deutsch
Angewandte Informatik	Idstein	Hochschule Fresenius	Bachelor	Deutsch
Angewandte Informatik	Göttingen	Georg-August-Universität Göttingen	Master	Deutsch
Angewandte Informatik	Erfurt	Fachhochschule Erfurt	Master	Deutsch
Angewandte Informatik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Deutsch
Angewandte Informatik	Bamberg	Otto-Friedrich-Universität Bamberg	Master	Deutsch
Angewandte Informatik	Wismar	Hochschule Wismar - University of Applied Sciences: Technology, Business and Design	Master	Deutsch
Angewandte Informatik	Fulda	Hochschule Fulda - University of Applied Sciences	Master	Deutsch
Angewandte Informatik	Trier	Hochschule Trier - Trier University of Applied Sciences	Master	Deutsch
Angewandte Informatik	Berlin	Hochschule für Technik und Wirtschaft Berlin	Master	Deutsch
Angewandte Informatik	Dortmund	Technische Universität Dortmund	Master	Deutsch
Angewandte Informatik	Dresden	Hochschule für Technik und Wirtschaft Dresden	Master	Deutsch
Angewandte Informatik	Freiberg	Technische Universität Bergakademie Freiberg	Master	Deutsch
Angewandte Informatik	Bayreuth	Universität Bayreuth	Master	Deutsch
Angewandte Informatik	Chemnitz	Technische Universität Chemnitz	Master	Deutsch
Angewandte Informatik	Flensburg	Hochschule Flensburg	Master	Deutsch
Angewandte Informatik	Bochum	Ruhr-Universität Bochum	Master	Deutsch
Angewandte Informatik	Esslingen	Hochschule Esslingen	Master	Deutsch
Angewandte Informatik	Hildesheim	Universität Hildesheim	Master	Deutsch
Angewandte Informatik (dual)	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Bachelor	Deutsch
Angewandte Informatik - Ingenieur- oder Medieninformatik	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Angewandte Informatik - Ingenieur- oder Medieninformatik	Essen	Universität Duisburg-Essen	Master	Deutsch
Angewandte Informatik - Multimediatechnik	Wismar	Hochschule Wismar - University of Applied Sciences: Technology, Business and Design	Bachelor	Deutsch
Angewandte Informatik - Systems Engineering	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Angewandte Informatik - Systems Engineering	Essen	Universität Duisburg-Essen	Master	Deutsch
Angewandte Informatik im Praxisverbund	Worms	Hochschule Worms, University of Applied Sciences	Bachelor	Deutsch
Angewandte Informatik und Soziale Medien	Hamm	Hochschule Hamm-Lippstadt	Bachelor	Deutsch
Angewandte Informatik/Infotronik	Deggendorf	Technische Hochschule Deggendorf	Bachelor	Deutsch
Angewandte Informatik/Infotronik	Deggendorf	Technische Hochschule Deggendorf	Master	Englisch
Angewandte Informatik/Software Engineering	Elmshorn	Nordakademie - Staatlich anerkannte private Fachhochschule mit dualen Studiengängen	Master	Deutsch
Angewandte Informationstechnik	Lübeck	Technische Hochschule Lübeck	Master	Deutsch
Angewandte Kindheitswissenschaften	Magdeburg	Hochschule Magdeburg-Stendal	Bachelor	Deutsch
Angewandte Kognitions- und Medienwissenschaft	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Angewandte Kognitions- und Medienwissenschaft	Essen	Universität Duisburg-Essen	Master	Deutsch
Angewandte Kommunikationswissenschaft	Kiel	Fachhochschule Kiel	Master	Deutsch
Angewandte Kultur- und Translationsstudien (deutsch-polnisch)	Potsdam	Universität Potsdam	Bachelor	Deutsch
Angewandte Kultur- und Wirtschaftsstudien Deutsch-Französisch	Wuppertal	Bergische Universität Wuppertal	Bachelor	Deutsch
Angewandte Kulturwissenschaft und Kultursemiotik	Potsdam	Universität Potsdam	Master	Deutsch
Angewandte Kulturwissenschaften	Saarbrücken	Universität des Saarlandes	Master	Deutsch
Angewandte Kunststofftechnik	Ansbach	Hochschule für angewandte Wissenschaften Ansbach	Bachelor	Deutsch
Angewandte Kunststofftechnik	Schmalkalden	Hochschule Schmalkalden	Master	Deutsch
Angewandte Kunststofftechnik	Schmalkalden	Hochschule Schmalkalden	Master	Deutsch
Angewandte Linguistik	Darmstadt	Technische Universität Darmstadt	Master	Deutsch
Angewandte Linguistik - Erwerb, Verarbeitung und Verwendung von Sprache	Erfurt	Universität Erfurt	Master	Deutsch
Angewandte Literatur- und Kulturwissenschaften	Dortmund	Technische Universität Dortmund	Bachelor	Englisch
Angewandte Literatur- und Kulturwissenschaften	Dortmund	Technische Universität Dortmund	Master	Englisch
Angewandte Literaturwissenschaft - Gegenwartsliteratur	Berlin	Freie Universität Berlin	Master	Deutsch
Angewandte Materialwissenschaften	Bochum	Technische Hochschule Georg Agricola	Bachelor	Deutsch
Angewandte Materialwissenschaften	Furtwangen	Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit	Master	Deutsch
Angewandte Mathematik	Bielefeld	Fachhochschule Bielefeld	Bachelor	Deutsch
Angewandte Mathematik	Hannover	Hochschule Hannover	Bachelor	Deutsch
Angewandte Mathematik	Berlin	Beuth Hochschule für Technik Berlin	Bachelor	Deutsch
Angewandte Mathematik	Darmstadt	Hochschule Darmstadt	Bachelor	Deutsch
Angewandte Mathematik	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Bachelor	Deutsch
Angewandte Mathematik	Cottbus	Brandenburgische Technische Universität Cottbus-Senftenberg	Master	Deutsch
Angewandte Mathematik	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Master	Deutsch
Angewandte Mathematik	Darmstadt	Hochschule Darmstadt	Master	Deutsch
Angewandte Mathematik und Informatik (AOS) (ehem. Technomathematik)	Aachen	Fachhochschule Aachen	Master	Deutsch
Angewandte Mathematik und Informatik (ehem. Scientific Programming)	Aachen	Fachhochschule Aachen	Bachelor	Deutsch
Angewandte Mathematik und Physik	Nürnberg	Technische Hochschule Nürnberg Georg Simon Ohm	Bachelor	Deutsch
Angewandte Mathematik und Physik	Nürnberg	Technische Hochschule Nürnberg Georg Simon Ohm	Master	Deutsch
Angewandte Mechanik	Darmstadt	Technische Universität Darmstadt	Bachelor	Deutsch
Angewandte Medien- und Kommunikationswissenschaft	Ilmenau	Technische Universität Ilmenau	Bachelor	Deutsch
Angewandte Medien- und Kulturwissenschaft	Merseburg	Hochschule Merseburg	Master	Deutsch
Angewandte Medienforschung	Dresden	Technische Universität Dresden	Master	Deutsch
Angewandte Medieninformatik	Schmalkalden	Hochschule Schmalkalden	Master	Deutsch
Angewandte Musikwissenschaft	Gießen	Justus-Liebig-Universität Gießen	Master	Deutsch
Angewandte Musikwissenschaft und Musikpädagogik	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Bachelor	Deutsch
Angewandte Nachhaltigkeit	Bochum	Hochschule Bochum - University of Applied Sciences	Master	Deutsch
Angewandte Naturwissenschaft	Freiberg	Technische Universität Bergakademie Freiberg	Bachelor	Deutsch
Angewandte Naturwissenschaften	Zittau	Hochschule Zittau/Görlitz	Bachelor	Deutsch
Angewandte Naturwissenschaften	Zittau	Hochschule Zittau/Görlitz	Bachelor	Deutsch
Angewandte Naturwissenschaften	Wuppertal	Bergische Universität Wuppertal	Bachelor	Deutsch
Angewandte Naturwissenschaften	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Angewandte Nutztier- und Pflanzenwissenschaften	Osnabrück	Hochschule Osnabrück	Master	Deutsch
Angewandte Oberflächen- und Materialwissenschaften	Esslingen	Hochschule Esslingen	Master	Deutsch
Angewandte Pflanzenbiologie - Gartenbau, Pflanzentechnologie	Osnabrück	Hochschule Osnabrück	Bachelor	Deutsch
Angewandte Pflegewisschenschaft im Praxisverbund	Wolfenbüttel	Hochschule Braunschweig/Wolfenbüttel, Ostfalia Hochschule für angewandte Wissenschaften	Bachelor	Deutsch
Angewandte Pflegewissenschaft	Freiburg	Katholische Hochschule Freiburg, staatlich anerkannte Hochschule - Catholic University of Applied Sciences	Bachelor	Deutsch
Angewandte Pflegewissenschaft	Stuttgart	Duale Hochschule Baden-Württemberg	Bachelor	Deutsch
Angewandte Pflegewissenschaft	Köln	Katholische Hochschule Nordrhein-Westfalen - Catholic University of Applied Sciences	Bachelor	Deutsch
Angewandte Pharmazie	Kaiserslautern	Hochschule Kaiserslautern (University of Applied Sciences)	Bachelor	Deutsch
Angewandte Philosophie	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Angewandte Philosophie	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Angewandte Philosophie	Bremen	Universität Bremen	Master	Deutsch
Angewandte Physik	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Bachelor	Deutsch
Angewandte Physik	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Master	Deutsch
Angewandte Physische Geographie - Geosystemwandel und Geosystemschutz	Würzburg	Julius-Maximilians-Universität Würzburg	Master	Deutsch
Angewandte Politikwissenschaft	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Bachelor	Deutsch
Angewandte Politikwissenschaft	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Master	Deutsch
Angewandte Polymerwissenschaften	Aachen	Fachhochschule Aachen	Master	Deutsch
Angewandte Psychologie	Hamburg	MSH Medical School Hamburg - University of Applied Sciences and Medical University	Bachelor	Deutsch
Angewandte Psychologie	Berlin	DHGS Deutsche Hochschule für Gesundheit und Sport	Bachelor	Deutsch
Angewandte Psychologie	Köln	HSD Hochschule Döpfer	Bachelor	Deutsch
Angewandte Psychologie	Berlin	IB-Hochschule Berlin	Bachelor	Deutsch
Angewandte Psychologie	Bremen	APOLLON Hochschule der Gesundheitswirtschaft	Bachelor	Deutsch
Angewandte Psychologie	Weingarten	Hochschule Ravensburg-Weingarten	Bachelor	Deutsch
Angewandte Psychologie	Bad Sooden-Allendorf	DIPLOMA Hochschule - Private Fachhochschule Nordhessen	Bachelor	Deutsch
Angewandte Psychologie	Ismaning	Hochschule für angewandtes Management	Bachelor	Deutsch
Angewandte Psychologie	Berlin	DHGS Deutsche Hochschule für Gesundheit und Sport	Master	Deutsch
Angewandte Psychologie	Ismaning	Hochschule für angewandtes Management	Master	Deutsch
Angewandte Psychologie für die Wirtschaft	Göttingen	PFH - Private Hochschule Göttingen	Master	Deutsch
Angewandte Psychologie mit Schwerpunkt Wirtschaft	Riedlingen	SRH Fernhochschule - The Mobile University	Master	Deutsch
Angewandte Sexualwissenschaft	Merseburg	Hochschule Merseburg	Master	Deutsch
Angewandte Sozial- und Bildungswissenschaften	München	Katholische    Stiftungshochschule für   angewandte Wissenschaften München - Hochschule der Kirchlichen Stiftung des öffentlichen Rechts "Katholische Bildungsstätten für Sozialberufe in Bayern"	Master	Deutsch
Angewandte Sozialarbeitswissenschaft	Weingarten	Hochschule Ravensburg-Weingarten	Master	Deutsch
Angewandte Sozialpädagogische Bildungsforschung	Esslingen	Hochschule Esslingen	Master	Deutsch
Angewandte Sozialwissenschaften	Darmstadt	Hochschule Darmstadt	Bachelor	Deutsch
Angewandte Sportpsychologie	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Master	Deutsch
Angewandte Sportwissenschaft	Paderborn	Universität Paderborn	Bachelor	Deutsch
Angewandte Sportwissenschaften mit Schwerpunkt Training und Gesundheit	Deggendorf	Technische Hochschule Deggendorf	Bachelor	Deutsch
Angewandte Sprachwissenschaft	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Bachelor	Deutsch
Angewandte Sprachwissenschaft	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Angewandte Sprachwissenschaft: Kommunikation und Fremdsprachen im Beruf (erw. Kernfach, Ein-Fach-Bachelor)	Siegen	Universität Siegen	Master	Deutsch
Angewandte Sprachwissenschaften	Dortmund	Technische Universität Dortmund	Bachelor	Englisch
Angewandte Sprachwissenschaften	Dortmund	Technische Universität Dortmund	Master	Englisch
Angewandte Statistik	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Bachelor	Deutsch
Angewandte Statistik	Magdeburg	Hochschule Magdeburg-Stendal	Bachelor	Deutsch
Angewandte Statistik	Göttingen	Georg-August-Universität Göttingen	Master	Deutsch
Angewandte Theaterwissenschaft	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Angewandte Theaterwissenschaft	Gießen	Justus-Liebig-Universität Gießen	Master	Deutsch
Angewandte Theologie und Religionspädagogik	Freiburg	Katholische Hochschule Freiburg, staatlich anerkannte Hochschule - Catholic University of Applied Sciences	Bachelor	Deutsch
